Date,KOR,CHN,JPY,USA,KOR_Seasonal_Adjusted_Trend,CHN_Seasonal_Adjusted_Trend,JPY_Seasonal_Adjusted_Trend,USA_Seasonal_Adjusted_Trend
2016-07-12,0.5475,1.0,0.1683333333333330,0.004,0.29355208335833300,0.7134722222305560,0.22583333333333300,0.059416666691666700
2016-07-13,0.0133333333333333,0.395,0.5383333333333330,0.0699999999999999,0.2647847222513890,0.646805555563889,0.22729166666666700,0.052416666691666700
2016-07-14,0.5225,0.2300000000000000,0.4216666666666670,0.124,0.25832638892222200,0.8659722222263890,0.22784722222222200,0.05250000002916670
2016-07-15,1E-10,0.1933333333333330,0.1616666666666670,0.004,0.2581180555888890,1.0572222222222200,0.20041666666666700,0.05216666670000000
2016-07-16,1.67875,0.6433333333333330,0.0333333333333333,1E-10,0.2581180555888890,0.9876388888930560,0.17027777777777800,0.05258333336250000
2016-07-17,0.142,0.27,0.0666666666666666,0.154,0.2522847222555560,0.9072222222347220,0.16076388888888900,0.06350000002083330
2016-07-18,0.0133333333333333,0.52,0.0133333333333333,0.094,0.2458055555888890,0.8368055555722220,0.14937500000416700,0.07583333335000000
2016-07-19,1E-10,0.99,0.1666666666666670,0.034,0.29627083336666700,0.7995138889055560,0.12020833334166700,0.08275000001666670
2016-07-20,0.02,5.5,0.0566666666666666,1E-10,0.32561111114861100,0.7826388889055560,0.08243055556388880,0.08300000002083330
2016-07-21,1E-10,0.56,0.145,0.146,0.30384027781944400,0.78083333335,0.0811111111194444,0.07766666669583330
2016-07-22,1E-10,1E-10,0.0983333333333333,0.002,0.23583680559722200,0.7534722222430560,0.0992361111194444,0.07900000002916670
2016-07-23,0.02,1E-10,0.0066666666666666,0.26,0.20222916670833300,0.7154166666958340,0.10708333334166700,0.08591666669166670
2016-07-24,0.532,0.48,1E-10,0.04,0.23815277781944400,0.6997916667000000,0.11083333334166700,0.08950000002500000
2016-07-25,1.24,0.02,0.0066666666666666,0.2,0.2513472222597220,0.6550000000333330,0.10361111112361100,0.09533333335833330
2016-07-26,1E-10,0.2,0.0466666666666666,1E-10,0.27093055558888900,0.4018750000333330,0.09569444446111110,0.10300000002500000
2016-07-27,1E-10,0.18,0.505,1E-10,0.28106944447361100,0.3322916667,0.10194444446111100,0.09691666669583330
2016-07-28,0.0466666666666666,1E-10,0.125,0.036,0.2856527777986110,0.48958333336250000,0.12583333335000000,0.0907500000375
2016-07-29,0.9675,1E-10,0.1633333333333330,0.284,0.2921805555722220,0.5456250000208330,0.14222222224305600,0.07983333337916670
2016-07-30,0.05,0.415,0.0066666666666666,0.05,0.2741805555763890,0.5675000000208330,0.14194444446944400,0.0673333333875
2016-07-31,0.28,0.02,1E-10,0.218,0.2003472222513890,0.6027083333583330,0.14479166669166700,0.05775000005833330
2016-08-01,0.21,0.395,0.0333333333333333,1E-10,0.15576388891805600,0.6541666666916670,0.15430555558055600,0.04983333339166670
2016-08-02,0.0533333333333333,3.995,0.3183333333333330,1E-10,0.2020138889097220,0.6704166666916670,0.1399305555847220,0.04983333339166670
2016-08-03,0.0566666666666666,0.3400000000000000,0.4983333333333330,1E-10,0.23923611113194400,0.7012500000208330,0.12229166670000000,0.048333333395833300
2016-08-04,0.12,1.005,1E-10,1E-10,0.1969791666958330,0.7125000000125,0.11888888892638900,0.03575000006666670
2016-08-05,1E-10,1E-10,1E-10,1E-10,0.1545833333708330,0.6977083333416670,0.11180555560138900,0.0240833334
2016-08-06,1E-10,1.345,0.075,0.01,0.14083333337916700,0.7456250000083330,0.11152777782777800,0.03716666673333330
2016-08-07,0.17,0.11,0.2066666666666670,1E-10,0.12041666672083300,0.7927083333416670,0.11013888894305600,0.0512500000625
2016-08-08,0.94,0.66,1E-10,1E-10,0.10944444450694400,0.622916666675,0.0954861111736111,0.0528333333875
2016-08-09,1E-10,0.26,0.2066666666666670,1E-10,0.10513888895555600,0.45708333334166700,0.06354166673333330,0.057166666712500000
2016-08-10,1E-10,0.01,1E-10,0.018,0.12159722228888900,0.40562500000833300,0.045833333395833300,0.061666666704166700
2016-08-11,1E-10,0.05,1E-10,0.036,0.14013888895555600,0.37437500000416700,0.09250000005416670,0.0665833333625
2016-08-12,1E-10,1.535,1E-10,0.546,0.14013888895555600,0.34979166666666700,0.1584722222722220,0.08491666669166670
2016-08-13,1E-10,0.01,1E-10,0.01,0.14138888895555600,0.32666666666666700,0.19548611116111100,0.10200000002083300
2016-08-14,1E-10,0.305,1E-10,0.028,0.10347222229305600,0.3129166666666670,0.22291666671250000,0.12133333334583300
2016-08-15,0.0066666666666666,0.05,0.0499999999999999,0.076,0.06503472229305560,0.2787500000041670,0.2550000000416670,0.1409166666708330
2016-08-16,0.5650000000000000,0.06,0.0233333333333333,0.032,0.06659722228472220,0.26750000001250000,0.28437500003750000,0.14441666666666700
2016-08-17,1E-10,0.195,1.096666666666670,0.086,0.07472222227638890,0.2654166666833330,0.3414583333625,0.14383333333750000
2016-08-18,1E-10,0.5600000000000000,0.5616666666666670,0.364,0.08590277782361110,0.21062500001666700,0.39222222224305600,0.12308333334166700
2016-08-19,0.2,0.3400000000000000,0.6083333333333330,0.056,0.09479166670416670,0.16125000001666700,0.39597222223472200,0.10441666667500000
2016-08-20,1E-10,0.0999999999999999,0.2566666666666670,0.408,0.14223214288631000,0.24333333335000000,0.39833333333750000,0.10408333334166700
2016-08-21,0.0175,1E-10,0.7200000000000000,0.062,0.1893948412948410,0.31958333335416700,0.40020833333333300,0.10741666667500000
2016-08-22,0.02,1E-10,0.1916666666666670,0.04,0.22620039685039700,0.3150000000291670,0.4039583333333330,0.1103333333458330
2016-08-23,0.175,0.01,1.1783333333333300,1E-10,0.34811706351289700,0.30437500003750000,0.3836805555555560,0.10541666668750000
2016-08-24,0.0933333333333333,0.26,0.04,0.0839999999999999,0.48454761906011900,0.2729166667125,0.39979166666666700,0.09150000002500000
2016-08-25,0.12,0.1,0.05,0.024,0.5353809523892860,0.24708333338333300,0.4290972222222220,0.07883333336250000
2016-08-26,1.018571428571430,2.185,0.0066666666666666,0.006,0.5402420634962300,0.24208333338333300,0.4097222222222220,0.06366666670000000
2016-08-27,0.12,1E-10,0.0883333333333333,0.178,0.5595823412698410,0.28916666671250000,0.37000000000000000,0.048250000037500000
2016-08-28,1.335,1E-10,0.075,1E-10,0.6615615079365080,0.3950000000375,0.33541666666666700,0.044000000045833300
2016-08-29,2.156,1E-10,0.5583333333333330,1E-10,0.7446170634920640,0.45270833336666700,0.28229166666666700,0.04250000004583330
2016-08-30,1.1183333333333300,1E-10,1.486666666666670,0.1160000000000000,0.7576865079365080,0.44520833336666700,0.23583333333333300,0.03916666671250000
2016-08-31,0.3016666666666670,0.28,0.3866666666666670,1E-10,0.7663809523809520,0.4523611111444440,0.24125,0.03466666672083330
2016-09-01,0.015,0.04,0.0133333333333333,0.1,0.7201904761904760,0.39451388892222200,0.2477777777777780,0.03358333339166670
2016-09-02,0.4666666666666670,1.19,0.01,1E-10,0.7025000000000000,0.3288888889180560,0.26659722222222200,0.027833333391666700
2016-09-03,2.018333333333330,1.35,0.0716666666666666,1E-10,0.673875,0.3588888889097220,0.3318055555555560,0.024166666720833300
2016-09-04,0.17,0.045,0.0233333333333333,0.004,0.5749722222222220,0.40388888890138900,0.3578472222222220,0.02691666671250000
2016-09-05,0.412,0.045,0.08,1E-10,0.48368055555555500,0.4976388888930560,0.2779861111111110,0.022833333379166700
2016-09-06,0.01,0.4866666666666670,0.14,1E-10,0.44154513888888900,0.5563888888930560,0.20937500000000000,0.019500000045833300
2016-09-07,0.02,0.41,0.0733333333333333,0.004,0.4445486111111110,0.5430555555680560,0.24993055555555600,0.016833333379166700
2016-09-08,0.6940000000000000,0.2,0.4733333333333330,0.0419999999999999,0.42593750000000000,0.4918055555763890,0.3114583333333330,0.01741666671250000
2016-09-09,0.074,0.52,1.255,0.048,0.3230208333375,0.38597222225138900,0.3254861111111110,0.022166666708333300
2016-09-10,1.0433333333333300,0.56,0.0033333333333333,0.018,0.24079861111944400,0.3278472222597220,0.3308333333333330,0.02283333337500000
2016-09-11,0.04,1.69,0.125,1E-10,0.30430324074907400,0.34076388893055600,0.3350694444444440,0.02375000003750000
2016-09-12,0.36875,1E-10,0.1016666666666670,0.036,0.3796134259342590,0.3352777778236110,0.3443055555555560,0.02408333336250000
2016-09-13,0.02,1E-10,1.2716666666666700,1E-10,0.4004814814898150,0.29791666672083300,0.39000000000000000,0.029666666691666700
2016-09-14,0.015,1E-10,0.2283333333333330,0.114,0.37875231482731500,0.27250000006250000,0.43881944444444400,0.033416666695833300
2016-09-15,1E-10,1E-10,0.1900000000000000,1E-10,0.3467523148356480,0.2425000000708330,0.45729166666666700,0.0316666667
2016-09-16,0.215,1E-10,0.0333333333333333,0.02,0.3018634259509260,0.20541666674166700,0.47854166666666700,0.03091666670416670
2016-09-17,1.8911111111111100,0.4,0.1716666666666670,0.006,0.25839120373287000,0.12541666674166700,0.5202083333333330,0.030250000037500000
2016-09-18,0.3383333333333330,1E-10,0.27,0.002,0.2413599537412040,0.06708333340416670,0.5496527777777780,0.034416666700000000
2016-09-19,0.1925,1E-10,1.04,0.136,0.22516203708287000,0.10791666672916700,0.5,0.04533333336250000
2016-09-20,1E-10,1E-10,0.6783333333333330,1E-10,0.22370370375787000,0.1508333333875,0.4459722222222220,0.04783333335833330
2016-09-21,1E-10,1E-10,1.4933333333333300,0.048,0.2408763228054890,0.1616666667125,0.43444444444444400,0.04533333335416670
2016-09-22,0.04,0.19,0.275,1E-10,0.2711739418489420,0.1643750000375,0.4458333333333330,0.050666666683333300
2016-09-23,1E-10,0.14,0.8533333333333330,0.002,0.21300264555264500,0.1510416667,0.5313888888888890,0.05991666668333330
2016-09-24,1E-10,0.15,0.08,0.1340000000000000,0.15948412703412700,0.1479166666958330,0.5966666666666670,0.07075000001666670
2016-09-25,1E-10,0.83,0.1016666666666670,0.164,0.17726190481190500,0.18145833335416700,0.5602083333333330,0.08091666668333330
2016-09-26,1E-10,0.2,0.1016666666666670,0.01,0.19693452385535700,0.20541666667916700,0.49868055555555500,0.08600000001666670
2016-09-27,0.4271428571428570,0.06,0.04,0.044,0.2356845238470240,0.21013888889305600,0.4091666666666670,0.08400000002083330
2016-09-28,0.515,0.005,0.4566666666666670,0.104,0.2537202381327380,0.21652777777777800,0.34048611111111100,0.08200000002500000
2016-09-29,0.1950000000000000,0.075,1.8016666666666700,0.144,0.3602827381327380,0.2131944444486110,0.3058333333333330,0.08191666669583330
2016-09-30,0.75,0.25,0.2066666666666670,0.124,0.46920634923551600,0.22090277778611100,0.28076388888888900,0.08441666670000000
2016-10-01,0.2075,0.555,0.2283333333333330,0.258,0.47219246033829400,0.22194444445277800,0.2797916666666670,0.09108333336666670
2016-10-02,0.4571428571428570,0.02,0.0133333333333333,1E-10,0.5149470899595900,0.21361111111944400,0.2729861111111110,0.0966666667
2016-10-03,0.4728571428571430,0.0933333333333333,0.01,1E-10,0.5376124338749340,0.2156944444527780,0.3077777777777780,0.10091666670000000
2016-10-04,1E-10,0.25,0.11,1E-10,0.4983564815023150,0.21340277779027800,0.3322916666666670,0.09933333337083330
2016-10-05,2.5975,1E-10,0.1866666666666670,1E-10,0.4687731481773150,0.21194444446111100,0.2438194444486110,0.08925000004166670
2016-10-06,0.0166666666666666,0.475,0.145,0.196,0.42981481484814800,0.20138888890555600,0.16097222223055600,0.08258333337500000
2016-10-07,0.055,0.53,0.0133333333333333,0.262,0.39033564818564800,0.17166666668333300,0.14368055556805600,0.07091666671250000
2016-10-08,0.9711111111111110,0.3,0.0266666666666666,0.046,0.36264219581302900,0.15041666668750000,0.1336111111319440,0.0639166667125
2016-10-09,1E-10,0.01,0.95,0.11,0.3238921958213620,0.1461111111361110,0.13263888891805600,0.06766666670833330
2016-10-10,1E-10,1E-10,0.135,1E-10,0.36002314820231500,0.13222222225138900,0.1306250000333330,0.07216666670416670
2016-10-11,1E-10,0.045,1E-10,0.006,0.30929398153148100,0.12888888891805600,0.1427777778111110,0.07950000002916670
2016-10-12,0.01,0.0266666666666666,0.02,0.102,0.20203703709120400,0.21326388891388900,0.15611111114444400,0.07416666669583330
2016-10-13,1E-10,0.065,1E-10,1E-10,0.19905092598842600,0.29243055558055600,0.15513888892638900,0.055083333370833300
2016-10-14,1E-10,1E-10,1E-10,0.09,0.15629629636713000,0.30777777780277800,0.154583333375,0.04716666670833330
2016-10-15,1E-10,0.01,1E-10,1E-10,0.12133333340416700,0.3322222222472220,0.1256944444861110,0.05483333337500000
2016-10-16,1.34,1E-10,0.0716666666666666,0.108,0.14044444450694400,0.3471527777986110,0.09555555559722220,0.061916666704166700
2016-10-17,0.04,0.17,0.5166666666666670,0.068,0.16221031751448400,0.3534027777944440,0.09694444448194440,0.06450000003333330
2016-10-18,1E-10,2.33,0.135,1E-10,0.16994841275257900,0.3590277777944440,0.09902777781111110,0.06116666670000000
2016-10-19,1E-10,0.5750000000000000,1E-10,1E-10,0.20119841275257900,0.3898611111277780,0.09847222225555550,0.05783333336250000
2016-10-20,1E-10,0.6233333333333330,0.0266666666666666,0.118,0.23717063496646800,0.4242361111236110,0.10097222225138900,0.06125000002500000
2016-10-21,0.1320000000000000,0.2733333333333330,0.2566666666666670,0.222,0.24147619051785700,0.4456944444527780,0.10965277779861100,0.07625000002083330
2016-10-22,0.3266666666666670,0.095,0.105,0.0579999999999999,0.19582804236970900,0.4715277777819440,0.11569444446111100,0.08358333335000000
2016-10-23,0.1957142857142860,0.1,0.0633333333333333,0.01,0.15865211644378300,0.5061111111111110,0.11381944446111100,0.07633333335416660
2016-10-24,1E-10,0.1066666666666670,0.0066666666666666,0.018,0.18004100532850500,0.4481944444444440,0.10673611112777800,0.08091666668750000
2016-10-25,0.76,0.725,1E-10,0.004,0.1987910053201720,0.3609027777777780,0.1013888889055560,0.08833333335000000
2016-10-26,0.1033333333333330,0.165,0.06,0.1680000000000000,0.21420767197850500,0.3288888888930560,0.10770833335000000,0.08341666668750000
2016-10-27,1E-10,0.36,0.1483333333333330,0.282,0.22495767197433900,0.2915277777902780,0.10472222223888900,0.07908333335833330
2016-10-28,0.2444444444444440,0.27,0.0683333333333333,0.002,0.2125826719743390,0.2761805555763890,0.09229166668333330,0.08216666669166670
2016-10-29,0.2433333333333330,0.73,0.4750000000000000,1E-10,0.19088624340707700,0.26805555558472200,0.08881944446111110,0.08441666669166670
2016-10-30,0.31,0.38,0.0066666666666666,0.178,0.18273148150648100,0.2594444444819440,0.08930555557222220,0.08341666669583330
2016-10-31,0.1400000000000000,0.43,1E-10,1E-10,0.16293981483981500,0.22562500004166700,0.10569444445694400,0.08433333336666670
2016-11-01,0.23,1E-10,0.1783333333333330,1E-10,0.14037037039537000,0.20833333337500000,0.11930555556388900,0.09558333336666670
2016-11-02,0.16,1E-10,0.0333333333333333,0.236,0.14800925928009300,0.2066666667083330,0.11173611111944400,0.09466666670000000
2016-11-03,0.0016666666666666,1E-10,0.03,0.118,0.1678240740907410,0.1847916667083330,0.11368055556388900,0.08458333336666670
2016-11-04,1E-10,1E-10,0.055,0.004,0.1787500000166670,0.14986111115277800,0.10173611111944400,0.08500000003333330
2016-11-05,1E-10,1E-10,0.0266666666666666,1E-10,0.1735416666833330,0.10847222226388900,0.10548611111944400,0.07758333337083330
2016-11-06,0.285,0.02,0.3733333333333330,0.044,0.16097222224305600,0.07597222226805560,0.1354166666708330,0.07016666670833330
2016-11-07,0.0366666666666666,0.455,0.0133333333333333,0.398,0.1481944444694440,0.05805555560555560,0.1353472222222220,0.07016666670833330
2016-11-08,0.2500000000000000,0.03,0.0133333333333333,0.03,0.14383333335833300,0.05930555560138890,0.1317361111111110,0.060333333379166700
2016-11-09,0.47,0.075,0.25,0.012,0.14634722225138900,0.06638888892638890,0.14236111111111100,0.060666666716666700
2016-11-10,0.28,0.0866666666666666,0.0066666666666666,1E-10,0.14627777781111100,0.07430555558472220,0.14812500000000000,0.07066666672083330
2016-11-11,0.1483333333333330,0.03,0.5650000000000000,1E-10,0.14627777781111100,0.10097222224305600,0.14527777778194400,0.0723333333875
2016-11-12,1E-10,1E-10,0.16,1E-10,0.13440277781527800,0.12638888890555600,0.1286111111236110,0.07350000005000000
2016-11-13,0.0633333333333333,1E-10,0.0166666666666666,1E-10,0.12861904766071400,0.11013888890555600,0.13125000001666700,0.058333333383333300
2016-11-14,0.2220000000000000,0.03,0.1083333333333330,1E-10,0.1242936508394840,0.09847222223888890,0.15277777779444400,0.049750000050000000
2016-11-15,1E-10,0.14,0.21,0.362,0.1088769841769840,0.10270833335000000,0.14569444446527800,0.05683333338333330
2016-11-16,1E-10,0.05,0.0133333333333333,1E-10,0.10366865084365100,0.1144444444611110,0.1370833333583330,0.060666666712500000
2016-11-17,1E-10,0.59,1E-10,0.044,0.09727976195892850,0.12625000001666700,0.11534722225138900,0.06500000003750000
2016-11-18,1E-10,0.04,1E-10,0.0279999999999999,0.11734920640337300,0.1272222222347220,0.09430555558888890,0.06691666669583330
2016-11-19,0.1828571428571430,0.045,0.45,0.05,0.1409603175144840,0.13138888889305600,0.09868055558888890,0.06741666668750000
2016-11-20,1E-10,0.16,0.0933333333333333,0.172,0.1486547619630950,0.15138888888888900,0.09604166670416660,0.06875000001250000
2016-11-21,0.35,0.0466666666666666,1E-10,0.04,0.1662103175144840,0.16347222222638900,0.09750000004166670,0.055166666675000000
2016-11-22,0.2750000000000000,0.3966666666666670,0.05,0.064,0.17676587306170600,0.15555555556805600,0.12125000004166700,0.05008333333750000
2016-11-23,1E-10,0.0033333333333333,1E-10,0.04,0.18093253972004000,0.12888888890972200,0.13930555559305600,0.07616666666666670
2016-11-24,0.63,0.05,0.22,0.006,0.18843253971170600,0.10263888891805600,0.1404166666958330,0.09758333333333330
2016-11-25,1E-10,0.05,0.0616666666666666,0.006,0.18964682542182500,0.09909722225972220,0.12729166669166700,0.10100000000000000
2016-11-26,0.47,0.46,1E-10,0.026,0.1841944444694440,0.09055555560138890,0.11055555558055600,0.09258333333333330
2016-11-27,0.1733333333333330,1E-10,0.3533333333333330,0.01,0.16961111114027800,0.0819444444986111,0.10847222224305600,0.08725
2016-11-28,0.08,1E-10,0.44,0.2300000000000000,0.14356944448194400,0.06368055561388890,0.10722222223888900,0.09058333333333330
2016-11-29,0.02,1E-10,0.0066666666666666,0.44,0.1336736111486110,0.04722222228472220,0.11340277779027800,0.09366666666666670
2016-11-30,0.16,1E-10,0.02,0.146,0.1129027778111110,0.04500000007083330,0.11520833334166700,0.09791666666666670
2016-12-01,0.052,1E-10,0.115,0.014,0.09084722225138890,0.0408333334125,0.10888888889722200,0.10158333333333300
2016-12-02,1E-10,1E-10,0.0266666666666666,0.006,0.07185416669166660,0.019583333420833300,0.10916666667083300,0.10125000000416700
2016-12-03,1E-10,1E-10,0.0166666666666666,0.078,0.055013888913888900,0.0004166667583333330,0.09555555555555550,0.09975000001250000
2016-12-04,1E-10,0.005,0.0033333333333333,0.106,0.057361111136111100,0.0004166667583333330,0.07388888888888880,0.09050000001666670
2016-12-05,0.0375,1E-10,0.1950000000000000,0.072,0.06102777780277780,0.0004166667583333330,0.07215277777777770,0.06675000001666670
2016-12-06,0.094,1E-10,0.0683333333333333,0.076,0.058111111140277800,0.0112500000875,0.08020833333333330,0.049916666683333300
2016-12-07,0.0066666666666666,1E-10,0.0616666666666666,0.024,0.05094444447777780,0.022083333416666700,0.08208333333333330,0.0474166666875
2016-12-08,0.0075,1E-10,0.0066666666666666,1E-10,0.061361111140277800,0.02208333341666670,0.1206944444444440,0.04658333336250000
2016-12-09,0.2316666666666670,1E-10,0.02,1E-10,0.08248611113194440,0.02208333341666670,0.16833333333333300,0.0466666667
2016-12-10,0.078,1E-10,0.2533333333333330,0.018,0.09786111112361110,0.021875000087500000,0.18187500000000000,0.057583333366666700
2016-12-11,0.11,1E-10,0.1516666666666670,0.0819999999999999,0.10146527779027800,0.021666666758333300,0.1785416666666670,0.07308333336666670
2016-12-12,1E-10,0.26,0.0683333333333333,0.1,0.09598611113194440,0.021666666758333300,0.16770833333750000,0.0751666667
2016-12-13,0.04,1E-10,0.1116666666666670,1E-10,0.0969702381202381,0.030416666754166700,0.1622916666791670,0.07133333337083330
2016-12-14,0.262,1E-10,0.9566666666666670,1E-10,0.10215376986627000,0.0808333334125,0.15944444446527800,0.07033333337500000
2016-12-15,0.245,1E-10,0.2300000000000000,0.086,0.0997281746281746,0.1272916667375,0.15861111113611100,0.0745000000375
2016-12-16,0.124,1E-10,0.1150000000000000,0.36,0.1481216931466930,0.13291666672916700,0.1475000000291670,0.0801666667
2016-12-17,1E-10,1E-10,0.0033333333333333,0.19,0.21281729499854500,0.13375000005833300,0.17215277781111100,0.09058333336666670
2016-12-18,1E-10,1E-10,1E-10,0.008,0.22731382277215600,0.12708333339166700,0.2111111111444440,0.10050000003333300
2016-12-19,0.1242857142857140,0.21,1E-10,1E-10,0.2265499338832670,0.14125000005416700,0.21020833337083300,0.1018333333625
2016-12-20,0.0142857142857142,1.0,1E-10,1E-10,0.23410548944298900,0.16333333337916700,0.16569444449027800,0.10433333335416700
2016-12-21,0.1666666666666670,0.115,0.0066666666666666,0.1,0.24843187833187800,0.16458333337500000,0.13916666671666700,0.10291666668750000
2016-12-22,1.3044444444444400,0.02,1E-10,0.054,0.2484527116652120,0.16458333337500000,0.15576388893888900,0.0843333333625
2016-12-23,0.4362500000000000,1E-10,0.9966666666666670,0.296,0.2447384259467590,0.16458333337500000,0.15902777782777800,0.0646666667
2016-12-24,0.0216666666666666,0.1,0.1583333333333330,0.124,0.24627414022414000,0.16458333337500000,0.15972222226805600,0.06300000003333330
2016-12-25,1E-10,0.5,1E-10,0.008,0.2412622354622350,0.15583333337916700,0.16125000003750000,0.06666666669583330
2016-12-26,0.4833333333333330,0.03,1E-10,0.052,0.2354884259467590,0.10541666672083300,0.16208333336666700,0.06775000002083330
2016-12-27,0.3675,1E-10,0.5500000000000000,1E-10,0.22853207674457700,0.05895833339583330,0.16180555559305600,0.06825000001666670
2016-12-28,0.002,1E-10,0.1933333333333330,1E-10,0.16798578044828000,0.05333333340416670,0.16180555559305600,0.07100000001666670
2016-12-29,0.0328571428571428,1E-10,0.0033333333333333,0.078,0.09645684526309520,0.06625000007083330,0.12111111114444400,0.06241666668333330
2016-12-30,0.004,1E-10,0.0166666666666666,0.08,0.08334920637420630,0.09666666673333330,0.07506944447777780,0.051250000016666700
2016-12-31,1E-10,1E-10,0.02,0.016,0.08956448414781740,0.10750000006666700,0.0705555555847222,0.05141666668333330
2017-01-01,1E-10,1E-10,1E-10,0.01,0.07786309525476190,0.1006944445111110,0.07111111113611110,0.05258333335
2017-01-02,0.014,1E-10,1E-10,0.102,0.05903670636587300,0.09972222228888890,0.05652777780277780,0.053666666683333300
2017-01-03,0.004,1E-10,0.0066666666666666,0.118,0.057557539699206300,0.09972222228888890,0.05368055558055550,0.06008333334583330
2017-01-04,0.02,0.33,0.0133333333333333,0.026,0.05985515875099210,0.10180555561805600,0.06722222224722220,0.06583333334166670
2017-01-05,0.1233333333333330,0.5,0.0366666666666666,0.126,0.05831944447361110,0.10868055560972200,0.06833333336250000,0.07275000000833330
2017-01-06,0.0475,0.36,0.0133333333333333,0.01,0.05829166669583330,0.11472222226805600,0.06847222225555550,0.09016666667500000
2017-01-07,0.155,0.0066666666666666,1E-10,0.078,0.05843055558055550,0.11868055559305600,0.07027777780694440,0.10091666667500000
2017-01-08,0.244,1E-10,0.2000000000000000,1E-10,0.06100198415198410,0.12222222225138900,0.07222222224305550,0.09858333334166670
2017-01-09,0.09,1E-10,0.475,0.154,0.0645873016123016,0.12347222224305600,0.0741666666833333,0.11575000000833300
2017-01-10,1E-10,0.05,0.0466666666666666,0.062,0.06789285716785710,0.11597222223888900,0.07500000001666660,0.14125000000833300
2017-01-11,1E-10,0.1150000000000000,1E-10,0.262,0.06546230161230160,0.08722222224305550,0.07416666668333330,0.1497500000083330
2017-01-12,0.0033333333333333,0.03,0.04,0.2520000000000000,0.058760912727579400,0.05138888891805550,0.07333333335000000,0.154666666675
2017-01-13,1E-10,0.065,0.0233333333333333,0.032,0.051156746065079400,0.0361111111486111,0.07402777779027780,0.16683333334166700
2017-01-14,0.0757142857142857,0.02,0.0233333333333333,0.024,0.04209126987460320,0.035833333375,0.06902777778611110,0.19241666667083300
2017-01-15,0.0283333333333333,0.01,0.03,0.608,0.05650793654126980,0.035833333375,0.04479166667500000,0.20116666666666700
2017-01-16,0.075,0.14,0.01,0.148,0.07801091272757940,0.033750000045833300,0.027013888897222200,0.2150833333333330
2017-01-17,0.01,1E-10,0.02,0.208,0.09540674605257940,0.026875000054166700,0.032291666670833300,0.23666666666666700
2017-01-18,1E-10,1E-10,0.01,0.046,0.11276785715952400,0.020833333395833300,0.035416666666666600,0.23750000000000000
2017-01-19,0.02,1E-10,0.02,0.3340000000000000,0.11637896827063500,0.016875000070833300,0.035486111111111100,0.23591666666666700
2017-01-20,0.1614285714285710,1E-10,0.06,0.358,0.11322420637004000,0.013333333412500000,0.036111111115277800,0.23416666666666700
2017-01-21,0.5185714285714290,1E-10,0.0333333333333333,0.006,0.11340277780277800,0.012083333420833300,0.03430555556388890,0.20800000000416700
2017-01-22,0.0875,1E-10,0.0616666666666666,0.5440000000000000,0.11361111114027800,0.007500000091666670,0.0357638888972222,0.1765000000125
2017-01-23,0.33,1E-10,0.1116666666666670,0.298,0.13448611114444400,0.007916666754166670,0.037916666675000000,0.1616666666875
2017-01-24,0.09,1E-10,0.0033333333333333,0.236,0.1706157407699070,0.012916666745833300,0.043750000008333300,0.15108333336250000
2017-01-25,1E-10,1E-10,0.0616666666666666,0.01,0.18516203706203700,0.017500000070833300,0.050972222230555500,0.13583333336666700
2017-01-26,1E-10,1E-10,1E-10,0.004,0.1809914021414020,0.025416666729166700,0.05013888889722220,0.10758333337083300
2017-01-27,0.1083333333333330,1E-10,0.01,1E-10,0.15279695770112400,0.03541666672083330,0.04847222223055550,0.09241666671250000
2017-01-28,1E-10,0.04,0.065,1E-10,0.1275439815189820,0.043333333379166700,0.0481250000083333,0.07141666671666670
2017-01-29,0.5860000000000000,0.11,0.0166666666666666,1E-10,0.11139814818981500,0.055416666704166700,0.04270833334583330,0.038250000054166700
2017-01-30,0.2911111111111110,0.01,0.1533333333333330,1E-10,0.10243981485648100,0.06583333336666670,0.043680555572222200,0.01600000006250000
2017-01-31,0.078,0.1,0.05,0.0139999999999999,0.11903703707453700,0.06583333336666670,0.05354166668333330,0.01308333340000000
2017-02-01,0.0033333333333333,0.09,0.01,1E-10,0.13209259262592600,0.07250000002916670,0.058333333345833300,0.028916666733333300
2017-02-02,1E-10,0.15,0.0433333333333333,1E-10,0.13424537040370400,0.08125000002083330,0.05944444445277780,0.03833333339583330
2017-02-03,1E-10,0.04,0.0433333333333333,0.046,0.14014814817731500,0.08166666668750000,0.061388888897222200,0.04850000005416670
2017-02-04,0.03,0.25,1E-10,1E-10,0.14896064817314800,0.07541666669583330,0.06701388889722220,0.060666666712500000
2017-02-05,0.175,1E-10,0.1383333333333330,1E-10,0.15668518521018500,0.07041666670416670,0.06541666667500000,0.06491666670416670
2017-02-06,0.3133333333333330,1E-10,0.1633333333333330,0.176,0.1599861111361110,0.06583333337916670,0.05791666667500000,0.06991666670000000
2017-02-07,1E-10,0.16,0.0133333333333333,0.218,0.16256944446944400,0.05791666672083330,0.05611111111944440,0.07550000002916660
2017-02-08,0.16,0.0499999999999999,0.0233333333333333,0.012,0.16826388890972200,0.047916666729166700,0.05472222223055550,0.08783333335416660
2017-02-09,0.09,1E-10,0.0983333333333333,0.2320000000000000,0.17201388890555600,0.040000000070833300,0.05305555556388890,0.09591666668750000
